school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Miami (OH),1390,2002,0.44,749,0.328,559,0.708,305,1174,404,217,120,433,520
Michigan State,1405,2108,0.367,748,0.337,647,0.728,369,1058,419,207,88,349,698
Michigan,1655,2227,0.426,676,0.328,663,0.721,341,1353,412,172,129,530,729
Middle Tennessee,1330,1713,0.431,643,0.314,714,0.714,240,1003,385,184,88,438,566
Milwaukee,1330,1865,0.435,698,0.377,504,0.744,264,1108,408,192,134,406,547
Minnesota,1295,2000,0.438,714,0.375,542,0.705,355,1223,502,177,152,364,594
Mississippi State,1490,2160,0.418,825,0.332,626,0.685,410,1264,446,201,116,498,610
Mississippi Valley State,1300,1823,0.473,747,0.368,715,0.701,344,1273,489,194,171,445,556
Mississippi,1300,1933,0.441,761,0.378,713,0.712,361,1230,531,180,116,397,612
Missouri-Kansas City,1285,1850,0.454,643,0.353,769,0.702,359,1295,438,171,115,481,588
Missouri State,1325,1898,0.41,697,0.331,565,0.722,301,1085,381,180,106,326,537
Missouri,1330,1949,0.408,706,0.327,586,0.725,343,1079,376,217,117,365,649
Monmouth,1280,1805,0.433,825,0.354,750,0.691,308,1071,415,211,120,413,657
Montana State,1295,1884,0.476,701,0.352,684,0.706,287,1165,412,189,106,425,658
Montana,1380,1825,0.43,584,0.358,764,0.723,295,1102,343,168,129,522,674
Morehead State,1165,1634,0.468,661,0.352,635,0.694,282,983,461,196,103,407,564
Morgan State,1260,1772,0.446,687,0.348,736,0.702,334,1126,449,194,119,463,665
Mount St. Mary's,1295,1870,0.45,700,0.347,509,0.735,375,1204,434,187,77,438,533
Murray State,1280,1841,0.413,649,0.307,547,0.724,314,1005,322,173,105,402,579
Navy,1285,1645,0.452,678,0.364,549,0.71,215,939,399,205,119,465,600
Omaha,1260,1981,0.48,739,0.373,546,0.751,318,1136,460,187,119,366,502
Nebraska,1325,2025,0.423,597,0.322,537,0.672,430,1257,411,168,120,412,627
Nevada-Las Vegas,1345,2208,0.431,704,0.352,578,0.739,401,1149,416,221,103,382,731
Nevada,1500,2248,0.433,868,0.317,677,0.709,393,1347,480,165,105,474,710
New Hampshire,1240,1648,0.432,639,0.332,663,0.677,217,1016,301,181,84,315,546
New Mexico State,1365,1919,0.398,715,0.31,612,0.711,282,1103,320,166,82,463,603
New Mexico,1365,1925,0.484,603,0.378,766,0.719,334,1217,461,201,113,562,683
New Orleans,1325,1780,0.462,609,0.371,645,0.701,321,1074,458,242,115,507,659
Niagara,1330,2200,0.46,761,0.38,646,0.706,395,1284,537,167,126,387,663
Nicholls State,1280,1868,0.441,615,0.335,820,0.679,349,1155,412,223,118,552,599
NJIT,1210,1726,0.461,572,0.36,569,0.705,287,1038,375,187,129,440,513
Norfolk State,1325,1870,0.418,829,0.357,789,0.708,344,1177,476,180,113,495,595
North Carolina-Asheville,1385,1963,0.45,759,0.343,665,0.708,311,1120,471,216,97,446,575
North Carolina A&T,1415,2093,0.457,725,0.33,661,0.687,351,1215,482,205,107,463,692
North Carolina Central,1405,2030,0.417,786,0.33,663,0.715,359,1168,462,181,105,423,546
North Carolina-Greensboro,1430,1794,0.406,727,0.315,692,0.725,264,1070,348,245,79,528,579
North Carolina State,1325,1952,0.465,629,0.316,657,0.703,363,1164,457,205,131,487,599
North Carolina-Wilmington,1305,1970,0.477,770,0.387,707,0.693,285,1151,447,182,93,374,614
North Carolina,1485,2297,0.423,940,0.38,597,0.687,362,1216,541,228,176,433,657
North Dakota State,1285,1872,0.427,646,0.345,595,0.745,273,1061,337,189,85,325,517
North Dakota,1305,1923,0.49,671,0.374,652,0.732,314,1204,444,224,74,474,615
North Florida,1325,2350,0.477,673,0.342,549,0.734,452,1340,581,278,112,353,544
North Texas,1540,2165,0.426,803,0.328,833,0.715,328,1300,424,222,156,474,717
Northeastern,1335,1861,0.448,529,0.299,599,0.741,280,1035,345,200,81,412,589
Northern Arizona,1290,1828,0.47,774,0.389,666,0.74,302,1161,489,231,112,434,657
Northern Colorado,1535,2279,0.445,564,0.328,818,0.686,328,1360,384,203,107,497,734
Northern Illinois,1285,1866,0.461,763,0.359,592,0.694,317,1117,470,155,131,401,569
Northern Iowa,1285,1740,0.416,664,0.36,422,0.723,234,1055,346,195,109,356,564
Northern Kentucky,1280,1840,0.409,662,0.31,576,0.7,304,1058,359,180,113,450,547
Northwestern State,1160,1691,0.467,591,0.369,679,0.689,322,1081,438,248,106,403,528
Northwestern,1290,1669,0.437,636,0.357,621,0.712,278,1043,440,187,107,403,547
Notre Dame,1455,2176,0.424,817,0.35,480,0.706,380,1243,507,182,135,397,570
Oakland,1330,2066,0.451,635,0.373,575,0.725,350,1186,483,246,141,405,619
Ohio State,1375,1944,0.417,775,0.351,574,0.702,302,1078,405,174,90,418,598
Ohio,1280,1943,0.432,772,0.323,567,0.751,305,1200,389,189,109,415,551
Oklahoma State,1450,2094,0.437,720,0.367,745,0.726,400,1292,466,224,104,521,681
Oklahoma,1295,2178,0.443,810,0.362,559,0.703,383,1237,471,215,141,415,574
Old Dominion,1290,1735,0.407,713,0.338,525,0.676,294,1079,417,148,90,462,556
Oral Roberts,1310,1940,0.465,731,0.357,586,0.715,337,1122,531,200,116,350,526
Oregon State,1300,1771,0.432,650,0.348,677,0.731,317,1030,382,199,110,408,630
Oregon,1460,2033,0.433,801,0.356,738,0.757,325,1153,449,191,108,482,663
Pacific,1290,1760,0.453,707,0.364,619,0.748,287,1047,459,159,90,395,634
Penn State,1570,2182,0.425,733,0.342,700,0.706,378,1288,461,215,143,521,696
Pennsylvania,1355,1971,0.414,651,0.295,613,0.734,275,1192,323,174,97,406,609
Pepperdine,1290,1821,0.487,761,0.401,604,0.724,267,1045,550,181,131,344,608
Pittsburgh,1290,1894,0.439,704,0.334,592,0.708,390,1205,483,214,134,329,514
Portland State,1375,1972,0.475,684,0.367,822,0.697,343,1263,513,212,143,615,667
Portland,1290,1926,0.435,793,0.342,609,0.698,352,1187,485,173,83,351,599
Prairie View,1370,1877,0.468,690,0.333,899,0.691,371,1251,437,211,116,563,697
Presbyterian,1285,1769,0.473,652,0.365,498,0.725,296,1099,444,164,89,371,522
Princeton,1200,1644,0.449,614,0.355,521,0.747,231,987,332,154,90,336,498
Providence,1425,2054,0.444,746,0.322,654,0.731,357,1268,444,227,128,469,675
Purdue,1485,2197,0.413,755,0.332,531,0.689,376,1204,443,190,94,448,688
Quinnipiac,1355,1960,0.463,722,0.396,589,0.728,324,1181,487,214,115,376,646
Radford,1465,1897,0.432,745,0.35,582,0.751,317,1135,413,198,120,469,601
Rhode Island,1370,1792,0.453,549,0.332,728,0.734,303,1170,397,187,105,536,591
Rice,1250,1897,0.448,796,0.357,518,0.701,318,1154,514,216,77,368,577
Richmond,1295,1805,0.489,635,0.372,566,0.739,284,1107,471,202,103,421,489
Rider,1285,1904,0.447,821,0.371,701,0.708,333,1171,481,198,146,493,693
Robert Morris,1325,1858,0.448,640,0.328,672,0.682,357,1218,408,215,124,525,587
Rutgers,1375,1898,0.414,722,0.32,575,0.701,341,1221,427,191,147,473,627
Sacramento State,1285,1803,0.455,662,0.373,619,0.761,312,1148,417,180,98,386,549
Sacred Heart,1245,1806,0.44,719,0.338,593,0.685,252,1006,376,207,104,327,535
Saint Francis (PA),1260,1936,0.461,729,0.35,451,0.696,339,1120,491,165,116,424,583
Saint Joseph's,1290,1980,0.42,905,0.337,487,0.706,296,1236,486,152,116,374,583
Saint Louis,1325,1750,0.428,634,0.35,601,0.727,293,1052,422,187,110,398,635
Saint Mary's (CA),1455,1999,0.442,619,0.323,495,0.717,265,988,424,197,106,345,589
Saint Peter's,1310,1659,0.413,721,0.329,701,0.719,308,1092,392,179,84,454,502
Sam Houston State,1445,1965,0.434,851,0.325,725,0.684,325,1220,461,185,149,517,682
Samford,1280,1960,0.488,866,0.373,536,0.75,361,1153,609,214,85,446,560
San Diego State,1320,1908,0.417,767,0.327,549,0.727,297,1077,440,201,109,443,636
San Diego,1370,1843,0.415,551,0.303,760,0.749,303,1131,317,199,97,409,666
San Francisco,1570,2151,0.434,678,0.327,782,0.756,327,1348,395,225,160,451,670
San Jose State,1210,1784,0.438,868,0.349,543,0.727,261,964,491,221,102,319,550
Santa Clara,1245,1637,0.502,501,0.399,538,0.71,243,1031,489,168,105,390,564
Savannah State,1295,2237,0.493,838,0.356,685,0.714,428,1527,649,205,117,576,611
Seattle,1375,1999,0.407,718,0.35,791,0.745,348,1181,387,238,109,386,666
Seton Hall,1370,2057,0.439,776,0.338,613,0.724,347,1149,442,201,111,431,664
Siena,1325,1831,0.447,647,0.349,771,0.702,322,1095,415,215,104,348,592
South Alabama,1285,1874,0.407,702,0.305,703,0.683,355,1198,380,202,123,429,605
South Carolina State,1290,1956,0.492,752,0.366,661,0.694,355,1202,487,183,122,456,622
South Carolina Upstate,1290,1929,0.501,697,0.412,678,0.74,330,1229,604,159,76,369,463
South Carolina,1330,1765,0.424,667,0.333,769,0.724,304,1116,380,244,173,487,684
South Dakota State,1415,2235,0.427,875,0.333,554,0.718,305,1243,410,172,91,371,670
South Dakota,1400,2096,0.41,793,0.329,583,0.729,346,1194,398,169,109,502,644
South Florida,1285,1816,0.451,663,0.33,592,0.681,334,1098,454,217,125,346,552
Southeast Missouri State,1250,1795,0.477,695,0.374,617,0.712,304,1067,431,153,121,383,567
Southeastern Louisiana,1360,1962,0.438,648,0.347,571,0.722,382,1199,372,194,121,497,666
Southern California,1460,2124,0.441,835,0.352,564,0.704,358,1219,496,187,105,483,631
SIU Edwardsville,1200,1664,0.476,590,0.368,764,0.734,292,1075,428,206,106,369,528
Southern Illinois,1340,1827,0.438,717,0.333,616,0.713,323,1129,412,219,90,445,587
Southern Methodist,1320,1763,0.422,766,0.338,539,0.681,346,1096,475,159,111,461,550
Southern Mississippi,1365,1865,0.461,847,0.367,594,0.707,304,1218,480,147,86,475,523
Southern Utah,1290,1868,0.477,642,0.38,768,0.725,277,1150,409,185,105,404,651
Southern,1330,1927,0.422,701,0.337,716,0.705,352,1207,398,199,133,410,656
St. Bonaventure,1380,1917,0.421,829,0.321,737,0.715,353,1186,463,181,133,488,663
St. Francis (NY),1260,1720,0.471,551,0.338,769,0.717,317,1180,349,184,96,462,557
St. John's (NY),1345,1922,0.42,824,0.369,653,0.734,378,1306,472,180,78,535,587
Stanford,1410,2202,0.433,794,0.351,644,0.675,359,1170,455,237,155,405,700
Stephen F. Austin,1400,1796,0.428,689,0.357,878,0.688,325,1124,450,260,126,691,717
Stetson,1290,1891,0.466,719,0.374,664,0.7,295,1217,462,182,113,445,503
Stony Brook,1290,1740,0.437,627,0.351,720,0.704,306,1143,371,220,130,478,593
Syracuse,1500,2046,0.391,910,0.318,642,0.731,400,1237,591,228,116,469,679
Temple,1330,1907,0.438,706,0.324,600,0.708,376,1257,441,172,100,418,479
Tennessee-Martin,1255,1798,0.425,869,0.357,592,0.701,353,1107,524,211,78,421,469
Tennessee State,1220,1586,0.431,760,0.357,542,0.688,267,1000,431,166,91,473,539
Tennessee Tech,1325,1918,0.437,747,0.325,675,0.695,347,1208,447,197,129,494,634
Tennessee,1410,1917,0.409,699,0.318,720,0.71,383,1194,383,194,112,484,674
Texas A&M-Corpus Christi,1170,1550,0.438,646,0.347,703,0.676,286,976,413,220,86,445,556
Texas A&M,1400,2186,0.408,821,0.326,603,0.688,378,1222,512,227,135,379,616
Texas-Arlington,1365,2070,0.412,919,0.335,701,0.693,363,1221,455,243,88,490,646
Texas Christian,1345,1958,0.457,697,0.376,598,0.731,291,1001,511,206,141,410,612
Texas-El Paso,1240,1766,0.428,738,0.355,636,0.665,298,1186,396,170,55,380,532
Texas-Rio Grande Valley,1330,1955,0.448,648,0.353,865,0.699,364,1329,500,198,122,515,702
Texas-San Antonio,1405,2112,0.416,842,0.344,854,0.679,346,1335,444,183,120,430,608
Texas Southern,1450,2320,0.452,764,0.366,724,0.667,442,1381,569,191,145,426,757
Texas State,1330,1775,0.443,698,0.324,527,0.71,288,1041,411,207,137,442,597
Texas Tech,1490,2008,0.401,770,0.323,762,0.703,368,1199,377,222,138,554,766
Texas,1410,2028,0.425,714,0.332,532,0.712,353,1216,420,181,100,425,606
Toledo,1360,2157,0.437,703,0.343,556,0.732,363,1195,366,206,117,323,624
Towson,1300,1800,0.43,703,0.34,692,0.711,313,1048,418,181,92,424,603
Troy,1330,1993,0.434,748,0.341,607,0.697,354,1202,406,209,84,386,575
Tulane,1250,1828,0.446,623,0.345,632,0.714,330,1111,385,214,91,374,571
Tulsa,1255,1888,0.42,821,0.343,478,0.688,350,1085,442,197,117,382,625
UCLA,1350,2105,0.423,829,0.346,625,0.701,347,1195,451,201,81,351,630
Utah State,1365,1932,0.449,726,0.36,631,0.743,300,1143,452,218,97,411,609
Utah Valley,1365,2047,0.413,721,0.32,554,0.699,329,1073,495,251,107,419,648
Utah,1410,2043,0.419,786,0.336,589,0.716,360,1211,406,212,105,415,679
Valparaiso,1280,1739,0.421,611,0.314,741,0.71,309,1075,406,201,88,450,606
Vanderbilt,1290,1806,0.466,562,0.374,660,0.721,293,1065,393,155,133,316,572
Vermont,1400,1928,0.438,726,0.342,478,0.713,255,1007,417,195,110,386,698
Villanova,1615,2401,0.428,858,0.317,641,0.747,378,1306,532,193,105,512,698
Virginia Commonwealth,1335,1992,0.45,736,0.351,585,0.715,318,1155,470,230,87,425,552
VMI,1200,1729,0.444,727,0.34,602,0.719,312,1141,417,213,94,410,469
Virginia Tech,1335,1965,0.43,842,0.347,577,0.697,346,1130,460,174,124,433,572
Virginia,1365,1703,0.38,694,0.31,447,0.732,280,1048,308,130,87,432,510
Wagner,1325,1774,0.412,649,0.357,816,0.689,331,1112,380,186,125,479,675
Wake Forest,1240,1751,0.44,702,0.377,683,0.732,296,1064,440,202,112,380,548
Washington State,1250,1897,0.465,759,0.349,541,0.706,340,1129,453,188,92,354,501
Washington,1375,1983,0.447,704,0.335,682,0.692,392,1200,533,207,113,513,656
Weber State,1255,1851,0.429,601,0.331,587,0.695,298,1070,381,183,73,369,567
West Virginia,1485,1962,0.426,758,0.38,866,0.712,375,1268,462,204,148,612,695
Western Carolina,1280,1824,0.46,790,0.357,636,0.722,344,1191,489,250,124,490,548
Western Illinois,1135,1701,0.425,665,0.356,467,0.698,255,991,349,180,65,319,454
Western Kentucky,1525,2304,0.429,846,0.356,545,0.725,403,1275,523,199,125,488,734
Western Michigan,1285,1803,0.454,780,0.372,585,0.723,287,1096,424,166,94,440,576
Wichita State,1330,1922,0.421,776,0.363,639,0.726,271,1005,356,200,111,379,658
William & Mary,1255,1907,0.487,717,0.363,596,0.696,276,1002,469,199,94,332,523
Winthrop,1240,1847,0.418,689,0.332,598,0.746,311,1070,347,229,88,425,592
Wisconsin,1325,1740,0.459,528,0.35,526,0.753,271,1023,378,175,122,386,611
Wofford,1360,1857,0.449,803,0.357,616,0.734,282,1088,474,210,81,438,535
Wright State,1410,1965,0.415,775,0.346,573,0.71,303,1178,420,204,102,531,702
Wyoming,1365,2022,0.444,700,0.371,752,0.719,315,1288,461,203,79,483,708
Xavier,1415,2192,0.431,902,0.334,562,0.76,296,1095,492,238,127,400,731
Yale,1250,1793,0.46,631,0.339,589,0.723,277,1061,428,214,80,397,539
Youngstown State,1290,1852,0.509,642,0.402,724,0.695,294,1122,524,225,145,497,565