school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Abilene Christian,69.7,101.4,0.383,0.335,0.548,49,54.7,10.7,6.6,0.514,17.2,26,0.269
Air Force,69,97.6,0.402,0.339,0.523,48.3,55.9,8.7,5.9,0.485,16.8,24.7,0.275
Akron,69.2,110.4,0.312,0.506,0.553,49.9,55.7,7.8,9.8,0.528,13.6,29,0.214
Alabama A&M,65.7,102.3,0.393,0.367,0.51,49.4,53.7,8.4,5.7,0.471,14.9,31.5,0.269
Alabama-Birmingham,69.4,112,0.332,0.341,0.571,52.4,64.4,9.2,15.4,0.542,15.4,32.7,0.24
Alabama State,69.5,101.2,0.325,0.337,0.501,49.6,47.2,8.3,9.1,0.467,14.4,31.5,0.222
Alabama,66.1,99.7,0.407,0.436,0.525,47.5,47,8.7,14.2,0.496,17.3,28.3,0.262
Albany (NY),67.8,110.3,0.44,0.317,0.558,55.4,48.3,9.5,4.5,0.509,15.6,35.1,0.33
Alcorn State,66.5,99,0.4,0.335,0.5,50.8,39.4,6.6,10.3,0.46,17.6,35,0.271
American,62,92.2,0.317,0.385,0.522,46.8,55.2,9.1,6.3,0.49,20,23.5,0.221
Appalachian State,70.8,99.6,0.391,0.401,0.514,49.7,49.7,5.8,7.5,0.472,17.8,32.9,0.275
Arizona State,69.8,104.2,0.378,0.394,0.518,50.4,50.9,7.6,7.3,0.481,14.5,31.5,0.26
Arizona,69.8,112.8,0.438,0.294,0.575,56.5,51.3,6.8,11.3,0.536,15.7,34.9,0.316
Little Rock,64.6,108.8,0.315,0.354,0.553,50.1,50.9,10.1,9.6,0.52,13.6,27.3,0.229
Arkansas-Pine Bluff,65.3,86.3,0.301,0.387,0.474,44.6,47,10.9,10.8,0.45,20.8,27.7,0.184
Arkansas State,73,99.3,0.409,0.304,0.51,49.7,49.5,6.8,10.9,0.459,15.1,28.1,0.3
Arkansas,71.3,107.5,0.376,0.273,0.533,50,58.7,10,13.8,0.497,13.2,30.9,0.261
Army,72.2,104.2,0.315,0.421,0.53,52.1,56,6.7,8.3,0.5,15.8,31.5,0.218
Auburn,72.5,97.1,0.41,0.439,0.504,47.2,48.6,7.4,10.4,0.473,16.4,27.9,0.259
Austin Peay,70.5,106.4,0.457,0.315,0.549,51.8,50.7,9.7,7.7,0.516,16.8,33,0.306
Ball State,66.2,104.8,0.349,0.426,0.554,51.7,59.9,8.1,10,0.525,17.2,27.9,0.242
Baylor,67.6,112.8,0.375,0.286,0.555,55.6,64.6,11.6,11.2,0.518,15.5,40.1,0.272
Belmont,72.8,112.8,0.352,0.504,0.611,49.3,59.5,6.2,6.3,0.586,17.3,26.1,0.255
Bethune-Cookman,68.2,102.3,0.309,0.407,0.51,48.5,46.4,8.9,15.3,0.478,15.8,32.9,0.213
Binghamton,67.4,90,0.362,0.371,0.483,48,52.9,7.9,6.4,0.443,18.1,25.2,0.247
Boise State,70.5,109.1,0.406,0.424,0.559,51.3,51.1,9.2,5.8,0.523,14.4,28.5,0.288
Boston College,67,91,0.259,0.404,0.498,45.8,57.2,8.4,8.1,0.475,18,21.8,0.168
Boston University,69.4,104.1,0.363,0.395,0.559,50.7,53.1,8.6,10.2,0.526,17.4,27.1,0.26
Bowling Green State,69.4,101.8,0.398,0.294,0.528,50.6,46.9,8.9,9.2,0.497,15.9,28.7,0.261
Bradley,67.3,82.7,0.393,0.37,0.473,49.1,48.2,6.5,7.7,0.431,22.4,24.9,0.261
Brigham Young,74,112.6,0.349,0.364,0.56,53,55.7,9.3,11.5,0.532,13.6,31,0.241
Brown,70.5,101.5,0.369,0.393,0.534,48.3,59.4,7.5,10.2,0.498,16.4,26.5,0.259
Bryant,68.4,94.4,0.268,0.342,0.498,46.3,55,8.2,7.4,0.475,17.2,26.3,0.172
Bucknell,71.5,108.2,0.433,0.357,0.568,51.6,58.8,9,8.5,0.53,16.4,29.8,0.309
Buffalo,72.6,105.9,0.414,0.37,0.54,51.7,48.2,9.4,9.2,0.499,15.9,32.2,0.294
Butler,69.8,114.1,0.393,0.305,0.564,52.3,51,9.8,8.9,0.526,12.5,32.1,0.287
Cal Poly,67.8,104.9,0.345,0.376,0.515,49.8,56.3,7.9,8.2,0.482,12.7,30.1,0.233
Cal State Bakersfield,68.4,105.8,0.374,0.27,0.527,52.8,59,11.6,14.2,0.497,15.1,34.6,0.245
Cal State Fullerton,70,99.8,0.436,0.342,0.512,50.5,43.6,7,4.5,0.467,16,29.8,0.302
Cal State Northridge,71.4,98.1,0.427,0.247,0.517,48.6,56.8,9.3,7.9,0.469,16.9,27.4,0.306
UC-Davis,67.1,93.1,0.346,0.288,0.511,49.4,49.1,9,4.5,0.484,18.6,25.1,0.221
UC-Irvine,67.6,104.3,0.353,0.306,0.544,51.7,58.1,8.4,14.2,0.516,15.9,28.6,0.24
UC-Riverside,68.7,101.5,0.364,0.389,0.533,50.6,52,7.5,7.9,0.497,16.7,28.7,0.256
UC-Santa Barbara,68.4,103.1,0.269,0.359,0.533,51.2,57.7,8.6,9.1,0.506,16,29.1,0.188
University of California,68.2,108.5,0.417,0.337,0.55,54.5,48.3,5.9,10.9,0.522,15.3,32.6,0.274
Campbell,70,104.7,0.413,0.404,0.552,46.6,46.4,10.2,6.2,0.512,15,23.3,0.296
Canisius,68.9,108.3,0.369,0.415,0.533,47.6,55.1,8.5,7.6,0.49,13.5,31,0.274
Central Arkansas,73.7,102.2,0.419,0.3,0.531,50.4,50.4,7.4,9.4,0.499,17,31.3,0.276
Central Connecticut State,68.9,93.3,0.311,0.282,0.483,48.8,50,6.3,9,0.448,17.1,29.9,0.211
Central Florida,68.3,99.8,0.372,0.391,0.527,51.7,53,6.6,11.1,0.492,18.4,31.3,0.256
Central Michigan,67.4,111.8,0.31,0.467,0.554,48.3,50.9,6.9,7.1,0.524,11.9,27.3,0.223
Charleston Southern,70,101.4,0.283,0.448,0.523,48.9,49,7.2,6,0.506,15.6,27,0.176
Charlotte,72.1,107,0.332,0.337,0.54,49.9,52.3,8.5,5.5,0.51,14.2,29.7,0.231
Chattanooga,68.1,110.5,0.413,0.371,0.565,52.3,56.2,11.3,13.1,0.524,15.7,32.6,0.304
Chicago State,72,92.8,0.287,0.376,0.472,47.7,49.1,10.7,9.3,0.44,16.8,31,0.192
Cincinnati,65.5,108.9,0.332,0.366,0.527,53.2,59.7,11.6,15.5,0.493,13.7,36.6,0.234
Citadel,81.2,105.6,0.314,0.5,0.534,44.4,52.1,10.8,7,0.499,14.6,28.2,0.229
Clemson,63.7,108.4,0.333,0.393,0.54,50.4,54.6,9,14.2,0.506,13.6,30.4,0.241
Cleveland State,65.9,91.9,0.308,0.308,0.486,48.6,46.4,9.3,8.1,0.453,18.7,30.1,0.209
Coastal Carolina,68.3,106.6,0.361,0.375,0.539,52.4,46.4,8.6,9.7,0.511,15.4,31.6,0.24
Colgate,65.4,104.9,0.292,0.429,0.549,47.7,53.3,9.2,7.2,0.526,16.1,27.4,0.198
College of Charleston,65.2,99.6,0.33,0.346,0.51,50.8,50,10.9,7.4,0.48,16.5,30,0.22
Colorado State,69.3,111.3,0.417,0.433,0.545,53.6,51.8,5.4,6.2,0.504,13.8,33.6,0.299
Colorado,70.8,106.3,0.398,0.319,0.534,55.7,53.3,7.3,11.6,0.488,15.8,35.3,0.293
Columbia,66.7,113.1,0.375,0.45,0.571,51.8,57.6,9.3,10.3,0.537,13.9,30.2,0.27
Connecticut,66.2,108.9,0.296,0.336,0.555,51.1,51.8,8.7,14,0.516,14,28.3,0.235
Coppin State,71.4,98.1,0.381,0.37,0.491,47.1,47,7.6,7.2,0.445,15.2,31.4,0.269
Cornell,72.7,97,0.324,0.407,0.516,43.2,43,10.6,9.6,0.49,16.1,22.8,0.211
Creighton,72.1,110.5,0.375,0.386,0.568,51.4,54.9,8.4,7.8,0.538,14.2,27.3,0.262
Dartmouth,69.1,102,0.375,0.285,0.526,51.8,52.4,9.8,5.4,0.484,17.5,33.6,0.271
Davidson,71.2,110.6,0.327,0.441,0.558,47.1,55.6,6.5,7.7,0.521,12.5,25.3,0.249
Dayton,68.6,104.5,0.408,0.35,0.546,53.2,57.4,8.6,12.2,0.516,16.3,28.7,0.272
Delaware State,67.3,91.3,0.295,0.385,0.478,44.8,51.7,8,8.8,0.455,17.7,28,0.182
Delaware,67.4,97.8,0.422,0.311,0.498,50.7,47.7,5.3,9.2,0.453,15.3,29.6,0.289
Denver,62.7,104,0.366,0.423,0.594,45.2,64.3,10.2,7.4,0.557,19.2,20.1,0.282
DePaul,68.4,98.2,0.365,0.29,0.527,50.6,48.7,7,9.2,0.494,18.8,30.7,0.248
Detroit Mercy,75.7,110.1,0.412,0.337,0.563,51.4,45.5,9,11.2,0.529,15.5,32.4,0.288
Drake,66,101.1,0.343,0.341,0.549,50.3,51.4,5.6,5.4,0.515,18.1,25.6,0.248
Drexel,65.6,95.9,0.368,0.3,0.484,48,56.7,6.9,10,0.443,14.6,28.3,0.252
Duke,68.4,117.7,0.405,0.398,0.573,49.5,48.6,9.1,9.8,0.537,12.2,33,0.293
Duquesne,73.6,107.3,0.339,0.429,0.566,51.1,55.9,6.3,9.7,0.54,16.5,28.1,0.234
East Carolina,67,100,0.346,0.382,0.524,48.5,63.9,8.4,5.5,0.49,16.9,28.8,0.241
East Tennessee State,71,108.9,0.363,0.365,0.562,49.9,45.4,9.3,10.3,0.53,15.6,29.1,0.258
Eastern Illinois,68.3,103,0.338,0.382,0.532,46.3,54.6,8.5,6.3,0.507,15.3,27.3,0.222
Eastern Kentucky,73.4,109.8,0.398,0.371,0.597,47.7,57.3,9.6,8.3,0.564,17.9,27.2,0.29
Eastern Michigan,72.5,105.9,0.435,0.307,0.539,48.6,43.3,12.9,10.5,0.494,15.2,32,0.314
Eastern Washington,70.4,115.8,0.361,0.465,0.594,49.4,46.7,8.4,9,0.573,14.1,27.5,0.247
Elon,71.7,105.5,0.308,0.456,0.545,49.3,56.4,7.6,5.2,0.523,15.6,28,0.204
Evansville,68.9,107,0.47,0.25,0.575,52.2,67.7,7.5,11.1,0.534,16.3,24.8,0.34
Fairfield,72.2,103.8,0.326,0.415,0.548,46.1,57.5,8.8,10.2,0.513,15.7,24.8,0.241
Fairleigh Dickinson,72.4,105.8,0.327,0.324,0.546,46.3,50.8,10.3,7.2,0.517,15.3,28.6,0.228
Florida A&M,70.8,88.4,0.43,0.346,0.482,46.9,49.5,9.1,5.9,0.453,19.4,26.3,0.253
Florida Atlantic,68.5,96.5,0.338,0.367,0.511,45.6,51.2,7.7,9.7,0.469,15.8,23.7,0.247
Florida Gulf Coast,69.7,108.1,0.369,0.25,0.546,53.5,47.9,9.2,10.3,0.523,15,32.9,0.238
Florida International,66.8,104.9,0.363,0.28,0.546,51.8,46.9,7.5,12.6,0.52,16.6,30.6,0.241
Florida State,71.8,108.2,0.378,0.316,0.551,52.4,47.8,9.9,11.1,0.518,15.5,32.8,0.262
Florida,70.1,105.7,0.395,0.371,0.516,51.3,51.6,9.3,10.6,0.484,13.5,32.9,0.256
Fordham,68.3,102.9,0.336,0.403,0.545,51.3,62.4,12.3,12.3,0.518,17.8,30.2,0.229
Fresno State,70.1,105.7,0.379,0.3,0.524,50.4,50.3,11.9,11.8,0.487,13.1,31.1,0.263
Furman,66.3,107.2,0.417,0.421,0.557,53.2,50.1,9.3,9.7,0.522,17.4,33.4,0.29
Gardner-Webb,71,104.6,0.344,0.396,0.522,50.8,50.7,11.2,9.5,0.495,15.6,33.2,0.225
George Mason,67.7,98.1,0.344,0.312,0.487,55.1,42.8,4.2,9.3,0.451,15.6,33.5,0.231
George Washington,67.5,111.4,0.391,0.331,0.553,53.7,54.6,8.9,8.7,0.508,14.1,34.3,0.294
Georgetown,69.2,105.3,0.379,0.414,0.554,50.8,60,7.8,11.5,0.512,16.8,28.3,0.285
Georgia Southern,71.2,105.7,0.383,0.438,0.523,47.9,44,10.4,7,0.484,13.8,30.4,0.267
Georgia State,65.1,99.2,0.374,0.273,0.524,46.9,49.9,10.1,9.9,0.488,15.7,24.7,0.258
Georgia Tech,67,109,0.317,0.278,0.533,55.3,50.5,6.5,10.3,0.498,14,37.4,0.229
Georgia,68.2,102.8,0.435,0.316,0.526,52,53.1,7,14.6,0.48,16.4,32.3,0.308
Gonzaga,68.1,115.4,0.34,0.355,0.587,55.2,49.6,7.5,7.7,0.553,14.7,32.3,0.258
Grambling,67.2,91.6,0.44,0.346,0.496,47.6,45.3,10,4.9,0.457,18.5,26.3,0.284
Grand Canyon,69.8,108.3,0.422,0.295,0.543,52.7,56.3,8.8,7.3,0.506,14.6,32.3,0.293
Green Bay,77.3,107.1,0.429,0.311,0.533,48.7,47.8,12.7,11.1,0.5,13.5,30.9,0.282
Hampton,71.7,101,0.414,0.345,0.502,53.1,47,7.2,9,0.464,15.7,34.6,0.273
Hartford,70,99.3,0.325,0.473,0.531,41.7,52.5,9.4,4.9,0.491,14.9,19,0.243
Harvard,67.1,99,0.319,0.345,0.527,52.1,61.6,7.4,13.5,0.512,18.7,30.7,0.19
Hawaii,71.6,107.2,0.449,0.379,0.555,53,58.8,10.5,10,0.52,15.8,31,0.307
High Point,67.7,113.2,0.367,0.263,0.569,50.3,55.8,11.7,8.5,0.528,13.6,31.8,0.28
Hofstra,70.2,109.9,0.399,0.396,0.55,51.4,55.8,8.8,7.5,0.516,14.3,31.8,0.275
Holy Cross,64.6,98.4,0.361,0.409,0.515,45.6,61.9,9.5,7.8,0.479,14.9,23.1,0.248
Houston Baptist,72.3,105.9,0.441,0.295,0.566,51.2,52.4,7.4,9.5,0.526,17.9,30.6,0.316
Houston,66.3,114.5,0.344,0.321,0.553,51.5,45.9,8.8,10.1,0.522,12.9,35.7,0.242
Howard,72.2,98.4,0.495,0.263,0.507,49.4,36.7,8.4,8.1,0.445,17.3,33.2,0.361
Idaho State,71.9,103.1,0.396,0.389,0.547,48.1,49.4,10.1,8,0.506,16.3,25.5,0.288
Idaho,67.2,103.4,0.427,0.326,0.544,55.4,53.5,7.8,8.8,0.503,18.8,35,0.303
Illinois-Chicago,72.7,91.1,0.443,0.245,0.464,50.5,49.8,7.6,13,0.425,17.2,32.4,0.274
Illinois State,67.7,98.8,0.32,0.385,0.508,50.3,53,9.4,10.5,0.478,16.1,29.7,0.214
Illinois,68.6,102.5,0.305,0.383,0.537,46,53.7,8.3,5.2,0.502,13.5,21.5,0.227
Incarnate Word,71.2,103.4,0.375,0.376,0.551,47.7,59.6,9.6,6.8,0.505,15.9,22.9,0.287
Indiana State,70,95.7,0.42,0.38,0.496,50.4,47.6,8.1,7.2,0.45,16.2,27.6,0.291
Indiana,69.1,119.2,0.338,0.409,0.612,54.9,54.8,9.9,9.8,0.587,16.7,37,0.248
Iona,72.5,109.5,0.324,0.44,0.566,49.7,60,10.3,10.6,0.538,15.4,29.2,0.23
Iowa State,71.5,113.1,0.261,0.351,0.59,49.7,53.1,8.6,9.8,0.571,14.1,26.1,0.183
Iowa,69.1,111.5,0.33,0.355,0.546,50.6,57.7,9.7,12.5,0.513,12.6,31.8,0.237
Fort Wayne,70.4,112,0.333,0.428,0.578,51.4,54.9,7.9,8.5,0.55,15.1,28.7,0.239
IUPUI,70,96.6,0.327,0.295,0.508,49.1,45.2,9.4,6.3,0.472,16.6,27.7,0.23
Jackson State,68.3,98.1,0.298,0.354,0.487,51.4,49.6,11.2,10.6,0.462,15,32.6,0.188
Jacksonville State,66.6,101.3,0.316,0.396,0.509,46.1,52.3,7.6,8.4,0.47,13.8,27.6,0.232
Jacksonville,72.2,105,0.322,0.36,0.534,50.4,46.4,8.9,7.6,0.506,13.8,27.5,0.219
James Madison,67.9,108.6,0.369,0.419,0.554,52.3,48.9,6.3,9,0.524,14.9,29.4,0.253
Kansas State,67.5,102.9,0.425,0.311,0.518,52.5,56.9,11,8,0.476,16.9,37,0.293
Kansas,69.7,115,0.382,0.33,0.592,53.9,55.3,9.4,10.7,0.564,15.5,32.3,0.272
Kennesaw State,70.4,102.1,0.342,0.278,0.527,47.1,46.6,9.9,8.3,0.493,16,28.9,0.24
Kent State,68.1,107.5,0.398,0.301,0.531,52.9,44.7,7.7,8.9,0.495,14.6,34.6,0.272
Kentucky,68.2,115.3,0.378,0.31,0.564,53.6,49.8,8.3,14.1,0.535,13.3,36.8,0.261
La Salle,67.2,95.4,0.305,0.446,0.508,44.9,56.2,10.4,8.2,0.48,16.9,25,0.204
Lafayette,69.7,99.5,0.316,0.385,0.535,44.5,54.9,7.9,5.8,0.505,16.3,22.3,0.219
Lamar,73.8,102.3,0.429,0.339,0.517,51,55.1,10.2,10.2,0.478,16.7,34.7,0.288
Lehigh,67.2,105.4,0.318,0.34,0.554,50.9,58.9,9.9,9.2,0.523,16.9,29.5,0.231
Liberty,64.8,99.8,0.264,0.471,0.559,47.5,56.8,8.6,4.3,0.535,19.3,22,0.189
Lipscomb,73.8,104.8,0.345,0.457,0.552,48.6,61.8,8.4,8,0.522,16.3,27.1,0.239
Long Beach State,70.7,104.5,0.374,0.377,0.534,48.3,59.4,9,7.1,0.5,15,28,0.257
Long Island University,73,103.2,0.413,0.32,0.524,50.1,53.1,10.4,6.9,0.479,15.8,32.2,0.296
Longwood,69.8,103.2,0.335,0.342,0.545,51.6,49,8.8,8.3,0.513,17.7,30.4,0.237
Louisiana,71.6,110.3,0.424,0.341,0.536,55.4,46.5,8.9,8.7,0.496,14.4,37.5,0.296
Louisiana-Monroe,66.6,106.7,0.331,0.325,0.546,51.1,53.7,8.6,9.1,0.516,15.4,31.8,0.232
Louisiana State,72.9,107.3,0.43,0.312,0.543,50,55.4,10.8,7.1,0.511,14.1,29.8,0.286
Louisiana Tech,72.9,107,0.421,0.352,0.547,50.2,50.6,10.1,10.5,0.516,14.7,28.8,0.28
Louisville,66.4,112.9,0.318,0.29,0.546,54.7,48.4,10.8,14.2,0.519,14.2,38.5,0.22
Loyola (IL),65.5,97.1,0.332,0.332,0.523,46.5,51.2,8.9,8.1,0.482,17.1,23.3,0.243
Loyola Marymount,68,102.7,0.282,0.352,0.512,47.5,60.6,9.8,8.8,0.478,14,29.6,0.204
Loyola (MD),67.4,100.9,0.384,0.311,0.519,50.1,46.2,7.8,8.9,0.477,16.3,31.4,0.273
Maine,77.8,96.5,0.32,0.353,0.518,46.5,52.5,10.5,7,0.492,18.3,27.9,0.21
Manhattan,69,98.5,0.398,0.391,0.545,45.1,61.6,11,6.3,0.501,18.4,23.5,0.295
Marist,69,101.9,0.359,0.424,0.535,45.9,48.4,6.6,7,0.494,15.4,24.3,0.263
Marquette,72.4,103.8,0.405,0.303,0.559,50,60.3,10.6,10.1,0.52,17.7,28.1,0.294
Marshall,77.6,110,0.312,0.451,0.566,47.9,54.5,8.8,6.8,0.542,14.5,26.6,0.216
Maryland-Baltimore County,70.7,101.1,0.422,0.365,0.537,47.1,49.9,9.8,4.9,0.501,15.6,24.9,0.288
Maryland-Eastern Shore,68.3,98.5,0.378,0.356,0.538,51.4,53.1,8.5,6.8,0.501,20.2,31.4,0.268
Maryland,67.3,112.1,0.384,0.381,0.594,51.9,51.7,8.6,13.9,0.555,16.6,28.6,0.295
Massachusetts-Lowell,74.3,102.2,0.326,0.387,0.564,46.6,53.3,9.4,6.2,0.54,18.8,25,0.223
Massachusetts,71.8,100.9,0.365,0.373,0.527,47.9,54.2,8.9,9.1,0.491,15.5,25.9,0.255
McNeese State,70.5,99.7,0.359,0.352,0.508,47.3,46,8.2,10.2,0.469,15.3,28.5,0.251
Memphis,73.6,103.3,0.419,0.299,0.511,51.4,58.2,10.4,13.3,0.461,13.8,32.2,0.303
Mercer,65.7,107.1,0.345,0.313,0.537,55.9,58.4,7.6,7.9,0.498,15.9,37,0.252
Miami (FL),66.2,113.3,0.407,0.339,0.582,51.7,48.3,9.3,9.1,0.542,14.5,29.9,0.305
Miami (OH),65.6,96.6,0.363,0.327,0.5,48,46.7,10.1,7.2,0.454,16.1,28.2,0.264
